month,OIL,COAL,COPPER,IRONORE,ALUMINIUM,PALMOIL,RUBBER,LNG,NICKEL,ZINC,COFFEEARABICA,COFFEEROBUSTA,LEAD,TIN,HARDWOOD,SOFTWOOD
2014-04-01,104.9437878787880,78.5207142857142,6673.56250000000,114.5809523809520,1810.67500000000,825.324971657079,99.5787633847708,17.67000000000000,17373.60000000000,2027.212500000000,226.9852380952380,110.6790476190480,2087.087500000000,23405.20000000000,912.493500000000,333.983241382889
2014-05-01,105.7312121212120,78.8346428571427,6891.12500000000,100.5600000000000,1751.05000000000,800.287339283589,94.0184703032722,17.68000000000000,19401.07500000000,2058.975000000000,215.2380952380950,108.3519047619050,2097.325000000000,23271.25000000000,918.052500000000,331.200238162516
2014-06-01,108.3726984126980,77.3484693877550,6821.14285714286,92.8523809523809,1838.95238095238,758.471935550584,94.6475604693347,17.51000000000000,18628.80952380950,2128.095238095240,198.9109523809520,104.6261904761900,2106.940476190480,22762.00000000000,921.322500000000,331.818788283098
2014-07-01,105.2247826086960,74.0380434782607,7113.38043478261,96.2608695652174,1948.30434782609,752.885193673306,91.5742230571997,17.43000000000000,19117.65217391300,2310.619565217390,198.5909090909090,107.2295454545450,2193.239130434780,22424.01086956520,930.587500000000,322.316813489704
2014-08-01,100.0525396825400,74.2483928571428,7001.83750000000,94.1428571428571,2030.49250000000,677.862161065370,83.9125282793579,16.23000000000000,18600.20000000000,2326.987500000000,214.5000000000000,105.0690476190480,2236.837500000000,22231.05000000000,910.313500000000,319.860989189629
2014-09-01,95.8912121212121,71.5256493506492,6872.21590909091,84.5227272727273,1990.43181818182,656.983081654465,74.5892303847870,15.70000000000000,18034.79545454550,2294.590909090910,212.0052380952380,105.5676190476190,2117.238636363640,21090.52272727270,889.004000000000,327.591492221227
2014-10-01,86.1285507246377,68.9846273291924,6737.47826086957,81.3043478260870,1946.18913043478,673.086555708356,73.4885312272799,15.23000000000000,15812.36956521740,2276.826086956520,227.0595652173910,109.3852173913040,2034.260869565220,19830.41304347830,875.760500000000,316.652284094698
2014-11-01,76.9580000000000,67.3307142857142,6712.85000000000,74.4250000000000,2055.55500000000,662.402970237562,74.2009960900291,16.41000000000000,15807.05000000000,2253.225000000000,212.9261111111110,106.8055555555560,2030.182500000000,20033.47500000000,859.901000000000,337.407457670932
2014-12-01,60.5514492753623,67.1622448979591,6446.45238095238,68.6739130434783,1909.45952380952,624.535496211625,72.7150669544370,16.58000000000000,15962.04761904760,2175.761904761900,200.5900000000000,103.5106666666670,1938.107142857140,19829.71428571430,852.162000000000,339.548660507454
2015-01-01,47.4518181818182,64.7163265306122,5830.53571428571,69.0681818181818,1814.71904761905,641.597233169228,75.0264271868902,15.50000000000000,14849.19047619050,2113.047619047620,190.8983333333330,102.3250000000000,1843.130952380950,19454.11904761900,826.710500000000,351.466164423254
2015-02-01,54.9326666666667,70.6591071428570,5729.27500000000,63.8000000000000,1817.82000000000,634.378125181584,82.0272377502195,14.69000000000000,14573.83750000000,2097.762500000000,179.9400000000000,103.7426315789470,1795.662500000000,18233.91250000000,835.212500000000,336.893975841287
2015-03-01,52.8280303030303,68.3449675324675,5939.67045454546,58.1818181818182,1773.86363636364,607.654865340564,78.7169258606513,13.05000000000000,13755.50000000000,2028.727272727270,160.0222727272730,98.0681818181818,1792.470454545450,17421.90909090910,816.573500000000,321.740151598374
2015-04-01,57.4195454545455,61.1978571428571,6042.08750000000,52.1136363636364,1819.18750000000,591.787920473602,77.1259143677066,11.02000000000000,12830.92500000000,2212.725000000000,164.9519047619050,98.7314285714286,2005.362500000000,15900.87500000000,814.230000000000,337.295089947090
